requests_1m,requests_5m,unique_paths_5m,post_ratio_5m,auth_endpoint_requests_5m,failed_logins_5m,failed_logins_15m,unique_usernames_15m,successful_logins_15m,qr_failures_15m,sensitive_path_probes_15m,suspicious_requests_15m,scanner_events_15m,csrf_failures_15m,method_anomalies_15m,auth_rejections_15m,ban_events_15m,avg_request_interval_5m,ua_changes_15m,off_hours,label
8,39,6,0.562264,21,10,13,10,0,2,0,0,0,0,0,7,0,7.05652,2,1,CREDENTIAL_STUFFING
7,70,1,0.821215,34,12,21,3,0,0,0,0,0,0,0,11,0,9.65045,0,0,BRUTE_FORCE
10,19,2,0.741241,13,1,2,3,1,12,0,0,0,0,0,8,0,11.7701,0,0,MFA_ABUSE
5,18,2,0.472705,10,1,1,1,3,14,0,0,0,0,0,10,1,11.8577,0,0,MFA_ABUSE
2,24,6,0.678329,11,1,0,3,1,14,0,1,0,0,0,9,0,15.5884,0,0,MFA_ABUSE
7,22,10,0.391894,5,1,0,3,0,1,0,5,0,4,0,13,0,1.74876,3,0,SESSION_ABUSE
5,15,25,0.255959,6,0,1,3,1,0,0,5,0,2,4,10,0,9.60444,4,1,SESSION_ABUSE
9,21,6,0.566889,44,11,28,17,2,1,0,1,0,0,0,4,0,10.1334,3,1,CREDENTIAL_STUFFING
7,30,6,0.798266,11,0,2,2,3,16,0,1,0,0,0,6,0,5.95039,0,0,MFA_ABUSE
7,29,7,0.58691,15,0,2,3,2,8,0,0,0,0,0,11,0,2.24483,0,1,MFA_ABUSE
3,18,17,0.780708,8,0,1,3,0,0,1,7,1,0,2,7,0,12.1624,1,0,WEB_ATTACK
8,48,2,0.871674,28,12,45,1,0,0,0,0,0,0,0,9,1,8.94913,1,1,BRUTE_FORCE
6,61,6,0.924528,22,4,34,14,0,0,0,0,0,0,0,7,0,13.5741,0,1,CREDENTIAL_STUFFING
19,71,4,0.780696,16,20,36,1,1,0,0,0,0,0,0,4,0,4.18599,0,0,BRUTE_FORCE
12,57,2,0.874052,34,12,13,2,1,0,0,0,0,0,0,15,1,4.09095,0,1,BRUTE_FORCE
18,37,1,0.651271,26,15,47,2,0,0,0,0,0,0,0,3,0,2.2268,0,0,BRUTE_FORCE
2,17,3,0.0996485,0,1,0,1,1,0,0,0,0,0,0,0,0,60.0576,0,0,NORMAL
3,60,34,0.197574,1,0,0,1,0,0,17,1,1,0,0,1,0,3.79637,0,0,RECONNAISSANCE
14,38,1,0.684891,33,20,35,2,0,0,0,0,0,0,0,10,1,3.23415,0,0,BRUTE_FORCE
7,53,2,0.692058,38,19,49,2,0,0,0,0,0,0,0,12,1,2.17237,0,1,BRUTE_FORCE
7,33,4,0.770834,39,7,21,23,0,0,1,0,0,0,0,15,1,9.40866,1,0,CREDENTIAL_STUFFING
8,26,2,0.782525,27,5,32,18,1,1,1,0,0,0,0,13,0,4.52019,0,0,CREDENTIAL_STUFFING
17,51,3,0.795552,50,11,18,2,0,0,0,0,0,0,0,10,1,3.98344,0,1,BRUTE_FORCE
2,2,1,0.102805,1,0,0,1,2,0,0,1,0,0,0,0,0,27.9957,0,0,NORMAL
17,36,33,0.0512714,5,1,0,1,0,0,16,6,3,0,1,1,0,6.54303,0,0,RECONNAISSANCE
9,32,9,0.395564,3,0,0,1,1,1,1,4,0,6,1,14,0,8.54915,6,0,SESSION_ABUSE
7,56,4,0.849011,22,12,17,14,0,1,0,0,0,0,0,4,0,2.37164,2,0,CREDENTIAL_STUFFING
20,31,2,0.739637,32,17,31,3,0,0,0,0,0,0,0,3,1,1.06544,0,1,BRUTE_FORCE
15,59,4,0.754027,42,5,31,9,2,0,0,0,0,0,0,14,1,7.83425,4,1,CREDENTIAL_STUFFING
13,23,48,0.155603,2,0,1,1,0,0,11,3,2,0,0,1,1,5.14815,2,1,RECONNAISSANCE
11,43,3,0.6802,38,12,39,2,0,1,0,0,0,0,0,14,1,7.83758,0,1,BRUTE_FORCE
4,11,4,0.194304,1,1,0,1,1,0,0,0,0,0,0,0,0,32.5743,0,0,NORMAL
9,13,3,0.758038,15,0,2,1,3,6,0,0,0,0,0,10,0,2.42323,0,1,MFA_ABUSE
14,35,21,0.388645,1,0,0,3,0,0,1,6,0,5,2,8,0,9.47735,7,1,SESSION_ABUSE
9,8,2,0.51614,6,1,1,1,3,16,0,0,0,0,0,6,0,9.57121,0,0,MFA_ABUSE
21,23,3,0.830827,38,13,44,3,0,1,0,0,0,1,0,17,0,9.09352,0,0,BRUTE_FORCE
15,43,4,0.794469,39,12,15,16,0,1,0,1,0,0,0,8,0,8.35206,1,1,CREDENTIAL_STUFFING
5,14,3,0.515769,12,1,0,2,2,14,0,0,0,0,0,9,1,15.9408,0,1,MFA_ABUSE
0,9,5,0.261145,2,0,0,1,1,0,0,0,0,0,0,0,0,24.7364,0,0,NORMAL
7,40,14,0.536253,7,0,1,1,1,0,0,3,0,4,0,14,0,10.7736,2,0,SESSION_ABUSE
9,67,55,0.197383,4,0,0,1,0,0,10,1,3,0,1,1,0,3.11482,0,0,RECONNAISSANCE
14,40,3,0.390467,3,2,2,4,0,0,0,10,1,1,0,2,0,4.87045,2,0,WEB_ATTACK
4,8,12,0.69646,7,0,1,2,0,0,3,4,1,1,2,8,1,9.31217,1,0,WEB_ATTACK
6,39,6,0.827352,32,13,18,9,0,0,0,0,0,0,0,4,0,10.6284,2,0,CREDENTIAL_STUFFING
5,28,4,0.718712,4,0,4,4,0,0,3,10,0,0,0,1,0,12.1114,3,0,WEB_ATTACK
2,15,5,0.751218,19,1,0,1,1,13,0,0,0,0,0,3,0,11.5745,0,0,MFA_ABUSE
13,35,11,0.784902,3,0,3,4,0,0,1,9,0,1,0,1,0,12.062,0,0,WEB_ATTACK
8,55,1,0.831721,13,18,41,2,0,1,0,0,0,0,0,11,0,8.52708,0,1,BRUTE_FORCE
9,10,6,0.641662,20,2,0,1,3,7,0,0,0,0,0,8,1,4.63695,0,0,MFA_ABUSE
8,15,2,0.590135,20,0,0,3,3,17,0,0,0,0,0,8,0,10.4648,1,1,MFA_ABUSE
6,66,13,0.382131,6,0,2,1,1,0,0,4,1,8,2,12,0,4.91951,7,0,SESSION_ABUSE
17,40,4,0.920125,31,6,20,24,1,0,0,0,0,0,0,8,0,9.99409,2,0,CREDENTIAL_STUFFING
4,62,17,0.0620447,5,0,0,1,0,0,17,3,2,0,0,1,0,7.64617,0,0,RECONNAISSANCE
6,67,20,0.185734,7,1,0,2,0,0,0,1,1,8,1,5,0,6.47461,7,0,SESSION_ABUSE
18,35,1,0.710519,31,8,49,2,0,0,0,2,0,0,0,15,1,2.03479,0,1,BRUTE_FORCE
1,7,2,0.119366,0,0,1,1,0,0,0,0,0,0,0,0,0,20.9688,0,0,NORMAL
4,59,19,0.154377,7,0,1,2,0,0,1,5,2,7,0,12,0,8.53162,3,0,SESSION_ABUSE
14,42,53,0.140825,4,0,2,1,0,0,7,6,2,0,0,2,0,6.82842,1,0,RECONNAISSANCE
16,61,41,0.108113,3,0,0,1,0,0,15,3,1,0,0,1,1,7.45218,3,0,RECONNAISSANCE
6,56,4,0.915669,40,8,16,18,1,0,0,0,1,0,0,12,0,6.57296,2,1,CREDENTIAL_STUFFING
10,41,25,0.394161,2,0,0,3,0,0,1,7,0,5,1,11,0,7.87136,3,1,SESSION_ABUSE
7,58,39,0.13435,0,1,1,1,0,0,11,9,3,0,1,0,1,1.15271,0,0,RECONNAISSANCE
2,8,2,0.265347,0,0,0,1,2,0,0,0,0,0,0,0,0,35.272,0,0,NORMAL
9,34,16,0.525264,3,0,0,3,1,0,1,5,0,8,3,9,0,8.51566,4,0,SESSION_ABUSE
7,14,6,0.805225,18,1,0,3,3,15,0,1,0,0,0,11,1,17.2673,0,0,MFA_ABUSE
7,11,3,0.830438,23,0,0,2,2,16,0,0,0,1,0,10,0,15.1591,0,0,MFA_ABUSE
8,33,10,0.390389,8,2,2,4,0,0,3,8,1,2,1,3,1,6.1423,3,0,WEB_ATTACK
13,27,2,0.648868,20,3,25,16,1,0,0,0,0,0,0,3,0,8.43845,3,1,CREDENTIAL_STUFFING
12,52,18,0.172176,2,0,3,1,0,0,0,3,0,5,0,4,0,1.60376,4,1,SESSION_ABUSE
1,10,3,0.263718,0,0,0,1,1,0,0,0,0,0,0,0,0,13.9656,0,0,NORMAL
3,54,8,0.507541,3,0,0,3,1,0,1,3,0,2,1,9,0,1.66624,6,1,SESSION_ABUSE
11,23,4,0.819859,33,4,28,24,0,1,0,0,0,0,0,11,0,8.14437,4,0,CREDENTIAL_STUFFING
0,6,6,0.566253,1,0,1,1,2,0,0,0,0,0,0,0,0,52.441,0,0,NORMAL
8,50,1,0.652283,16,14,31,2,0,0,1,0,1,0,0,14,1,6.49132,0,1,BRUTE_FORCE
0,6,6,0.191923,2,0,0,2,2,0,0,0,0,0,0,0,0,72.3666,0,1,NORMAL
12,44,10,0.431362,6,0,0,1,1,0,1,1,0,5,3,11,0,3.76233,4,0,SESSION_ABUSE
11,38,9,0.702874,1,0,0,4,0,0,1,15,1,0,0,1,0,11.8141,0,0,WEB_ATTACK
4,44,11,0.539078,9,0,0,4,1,1,3,9,1,1,0,6,0,14.5435,3,0,WEB_ATTACK
11,24,12,0.830981,4,0,2,4,0,0,0,6,2,3,0,1,1,9.99375,0,0,WEB_ATTACK
9,22,26,0.517818,0,1,0,2,0,1,0,2,1,5,1,4,0,3.37236,2,1,SESSION_ABUSE
18,32,6,0.765941,20,9,17,17,1,2,0,1,0,0,0,14,0,13.9947,2,0,CREDENTIAL_STUFFING
8,15,17,0.564015,2,0,2,1,0,0,4,13,1,1,1,2,0,7.50789,0,1,WEB_ATTACK
5,29,4,0.301063,2,1,0,3,0,0,0,7,0,2,1,5,1,13.8246,0,1,WEB_ATTACK
9,52,2,0.759695,24,13,27,3,0,0,0,0,0,0,0,8,1,3.06772,0,1,BRUTE_FORCE
9,57,3,0.684447,21,18,40,1,1,0,0,0,0,0,0,7,0,9.54727,0,1,BRUTE_FORCE
7,27,12,0.788211,7,0,1,1,0,1,3,14,0,0,2,7,1,1.64203,0,1,WEB_ATTACK
20,54,2,0.884193,12,16,53,3,0,0,0,0,0,0,0,8,2,8.84477,0,1,BRUTE_FORCE
12,60,10,0.401303,2,0,0,2,0,0,0,5,0,7,2,5,0,6.00605,7,0,SESSION_ABUSE
16,64,3,0.900697,53,7,52,2,0,0,0,0,0,0,0,9,0,8.07106,0,0,BRUTE_FORCE
8,28,2,0.89095,43,6,33,20,0,1,0,0,0,0,0,7,1,5.2884,3,0,CREDENTIAL_STUFFING
7,29,3,0.909877,26,7,35,3,0,0,1,0,0,1,0,6,1,8.17117,0,1,BRUTE_FORCE
17,68,29,0.0901764,5,0,0,1,0,0,13,3,2,0,1,1,0,7.45757,0,0,RECONNAISSANCE
8,10,13,0.791571,0,1,2,1,0,0,2,7,1,1,0,1,0,5.29682,3,0,WEB_ATTACK
6,18,3,0.491648,23,1,1,3,1,17,0,0,0,0,0,8,0,7.55912,0,0,MFA_ABUSE
18,53,6,0.919019,36,4,30,24,1,0,0,0,0,1,0,8,1,10.9477,2,1,CREDENTIAL_STUFFING
2,10,3,0.134865,0,1,0,1,2,0,0,0,0,0,0,0,0,69.4824,0,0,NORMAL
21,62,4,0.946792,32,8,12,3,1,0,0,0,0,0,0,15,1,5.23836,0,1,BRUTE_FORCE
1,8,1,0.0378186,2,0,1,1,1,0,0,0,0,0,0,0,0,18.9006,0,0,NORMAL
8,31,2,0.853375,41,7,49,1,0,0,0,0,0,1,0,4,2,6.34264,0,0,BRUTE_FORCE
9,14,12,0.566435,6,1,0,1,1,0,3,4,1,0,0,2,0,2.73866,3,0,WEB_ATTACK
12,15,16,0.260213,2,0,2,4,0,0,1,9,1,1,1,3,1,10.1345,2,1,WEB_ATTACK
2,9,3,0.0458134,0,1,0,1,1,0,0,0,0,0,0,0,0,45.27,0,0,NORMAL
13,55,8,0.354414,4,0,0,3,0,0,0,7,0,7,2,12,0,7.14797,3,1,SESSION_ABUSE
17,40,3,0.612276,20,13,22,10,0,0,0,0,1,0,0,12,1,9.67283,3,1,CREDENTIAL_STUFFING
7,44,5,0.743355,8,0,1,2,1,0,0,9,1,0,1,7,0,8.88775,2,1,WEB_ATTACK
10,52,3,0.644734,18,14,29,27,0,0,0,0,0,0,0,9,1,12.8665,2,1,CREDENTIAL_STUFFING
9,39,1,0.84479,36,15,21,3,1,1,0,0,0,0,0,6,0,7.39528,0,1,BRUTE_FORCE
13,22,10,0.307288,9,0,0,1,1,0,0,8,0,0,1,2,0,10.0484,1,1,WEB_ATTACK
12,30,4,0.717433,24,8,12,11,0,0,0,0,0,0,0,9,0,10.6523,3,1,CREDENTIAL_STUFFING
9,44,5,0.782043,35,5,13,10,0,0,0,1,0,0,0,10,0,9.30406,1,1,CREDENTIAL_STUFFING
2,10,7,0.220358,0,0,0,1,0,0,0,0,0,0,0,0,0,44.1627,0,0,NORMAL
9,49,1,0.822087,46,21,24,3,0,1,0,0,0,0,0,14,1,7.3191,1,0,BRUTE_FORCE
5,28,13,0.487827,7,1,2,3,0,0,3,5,0,0,1,8,0,1.27674,2,0,WEB_ATTACK
11,21,7,0.358205,5,1,3,2,0,0,1,11,1,1,1,1,1,9.3419,2,0,WEB_ATTACK
4,79,45,0.119246,1,0,1,1,0,0,17,8,1,0,0,2,0,1.90817,1,0,RECONNAISSANCE
11,31,51,0.225654,4,1,0,1,0,0,12,2,2,0,0,0,1,6.28651,3,0,RECONNAISSANCE
2,35,6,0.69066,20,0,1,3,3,17,0,0,0,0,0,3,0,11.7577,0,1,MFA_ABUSE
3,7,3,0.0826248,3,1,0,1,2,0,0,0,0,0,0,0,0,39.5071,1,0,NORMAL
15,25,20,0.477832,4,0,1,2,0,1,0,1,0,6,4,12,0,5.72107,2,1,SESSION_ABUSE
0,14,3,0.283043,0,0,0,1,1,0,0,0,0,0,0,0,0,72.7286,0,0,NORMAL
7,27,1,0.955115,15,12,47,2,0,0,0,0,0,0,0,15,0,2.70206,0,1,BRUTE_FORCE
11,34,5,0.939663,42,6,30,13,1,1,0,0,0,0,0,9,0,6.68438,2,1,CREDENTIAL_STUFFING
11,74,32,0.0902312,2,1,0,1,0,0,12,9,1,0,0,0,0,3.51049,1,0,RECONNAISSANCE
7,52,23,0.453187,2,0,0,3,2,1,0,3,0,5,2,6,0,7.1339,6,1,SESSION_ABUSE
18,21,6,0.676348,23,3,26,18,0,0,0,0,0,0,0,3,0,10.6127,0,0,CREDENTIAL_STUFFING
17,57,3,0.867028,14,12,33,1,0,0,0,0,0,0,1,5,1,2.85971,0,1,BRUTE_FORCE
1,7,4,0.165453,0,1,1,1,0,0,0,0,0,0,0,0,0,17.3831,0,0,NORMAL
10,33,13,0.193321,5,0,1,1,1,1,0,1,0,6,1,15,0,2.86193,6,1,SESSION_ABUSE
16,23,7,0.461851,3,0,0,1,1,0,0,2,0,5,2,5,0,2.07974,2,1,SESSION_ABUSE
3,38,6,0.575901,4,1,3,2,1,0,2,13,1,0,1,2,1,13.6098,1,1,WEB_ATTACK
10,36,6,0.625163,11,3,19,25,0,0,1,0,1,0,0,5,0,2.62253,0,1,CREDENTIAL_STUFFING
3,9,5,0.0995057,1,0,1,1,1,0,0,0,0,0,0,0,0,25.2723,0,0,NORMAL
5,21,5,0.480331,6,1,1,2,2,8,0,0,0,0,0,5,0,4.35588,1,0,MFA_ABUSE
10,49,25,0.253203,2,0,1,2,1,0,0,3,0,6,3,6,0,8.6819,5,0,SESSION_ABUSE
6,28,5,0.556786,12,9,16,20,0,0,0,0,0,0,0,11,0,12.3924,0,1,CREDENTIAL_STUFFING
12,52,2,0.759665,21,18,26,3,0,0,0,0,1,0,0,9,1,2.11192,0,0,BRUTE_FORCE
2,26,7,0.615586,21,0,3,2,3,6,0,0,0,0,0,9,0,3.66067,0,0,MFA_ABUSE
19,50,6,0.317664,3,0,2,2,0,0,1,6,1,6,2,8,0,6.40457,6,0,SESSION_ABUSE
1,17,4,0.131217,0,0,0,1,0,0,0,0,0,0,0,0,0,30.3932,0,0,NORMAL
13,53,3,0.724109,47,19,19,3,0,0,0,0,0,1,0,9,1,3.47043,0,1,BRUTE_FORCE
12,33,6,0.767877,17,9,15,19,0,0,0,0,0,1,0,14,0,4.43613,3,1,CREDENTIAL_STUFFING
6,58,5,0.666777,33,14,12,11,0,1,0,0,0,0,0,9,0,11.6569,4,0,CREDENTIAL_STUFFING
2,10,3,0.310494,1,0,0,1,1,0,0,0,0,0,0,0,0,70.502,0,0,NORMAL
11,62,2,0.874714,13,8,32,15,0,0,0,0,0,0,0,6,0,8.19802,1,1,CREDENTIAL_STUFFING
12,36,10,0.534371,3,0,0,1,1,1,0,1,0,8,1,11,0,5.17682,7,1,SESSION_ABUSE
8,31,11,0.566408,2,2,1,1,0,0,3,15,1,1,1,7,0,8.31308,1,0,WEB_ATTACK
16,36,6,0.551646,14,4,23,13,0,0,0,0,0,0,0,14,0,5.05682,4,0,CREDENTIAL_STUFFING
20,63,4,0.666405,18,13,25,3,0,0,0,0,0,1,0,13,2,7.18268,0,1,BRUTE_FORCE
2,36,2,0.565155,14,1,1,3,2,16,0,0,0,1,0,4,1,17.1082,0,1,MFA_ABUSE
12,23,6,0.466071,0,1,0,3,0,0,0,11,0,0,0,5,1,11.7124,2,0,WEB_ATTACK
10,68,2,0.712628,18,20,30,1,0,0,0,0,0,1,0,6,0,9.76465,0,1,BRUTE_FORCE
13,27,45,0.190877,3,0,1,1,0,0,17,2,1,0,0,1,0,5.28144,0,1,RECONNAISSANCE
7,60,2,0.712192,14,7,11,21,0,1,0,0,0,1,0,6,0,10.0213,1,1,CREDENTIAL_STUFFING
15,54,36,0.0586777,3,1,1,1,0,0,9,4,1,0,0,0,0,7.61552,2,1,RECONNAISSANCE
17,43,45,0.0582664,0,0,1,1,0,0,12,4,3,0,1,0,0,4.34544,0,0,RECONNAISSANCE
18,44,3,0.903933,38,5,15,9,0,2,0,0,0,0,0,4,0,12.8343,4,0,CREDENTIAL_STUFFING
16,52,4,0.933403,32,12,9,20,0,1,0,1,0,0,0,11,0,9.19041,1,0,CREDENTIAL_STUFFING
12,32,2,0.974242,35,12,43,1,0,0,0,0,0,0,0,15,1,8.72003,0,1,BRUTE_FORCE
12,45,14,0.316828,5,0,1,2,1,0,0,2,0,4,0,8,1,7.46169,7,1,SESSION_ABUSE
1,9,3,0.527984,2,2,0,1,2,0,0,0,0,0,0,0,0,12.7929,0,0,NORMAL
4,22,6,0.186758,4,0,0,3,0,0,0,4,0,2,1,4,1,1.52624,2,0,SESSION_ABUSE
14,55,2,0.814598,23,11,28,3,0,0,0,0,0,0,0,4,1,6.52331,0,0,BRUTE_FORCE
8,32,2,0.789263,21,1,2,3,2,8,0,0,0,1,0,3,1,7.17615,0,1,MFA_ABUSE
12,64,5,0.592447,21,3,21,19,0,0,0,0,0,0,0,12,0,7.94091,3,1,CREDENTIAL_STUFFING
17,63,15,0.221774,2,0,2,2,0,0,1,6,0,2,1,10,1,10.8206,4,0,SESSION_ABUSE
2,27,3,0.620209,1,0,1,2,0,0,0,10,1,1,0,2,0,8.36779,2,1,WEB_ATTACK
3,8,4,0.319,1,1,1,1,0,0,0,0,0,0,0,0,0,48.2173,0,0,NORMAL
19,23,3,0.752741,19,16,37,3,0,1,0,0,1,0,0,14,0,2.64649,1,0,BRUTE_FORCE
4,67,6,0.32461,1,0,0,1,1,0,1,1,0,6,4,7,0,7.10496,7,0,SESSION_ABUSE
4,73,35,0.198541,1,0,2,1,0,0,14,2,1,0,0,1,0,7.35495,1,0,RECONNAISSANCE
8,49,4,0.987758,17,16,38,2,0,0,0,0,0,0,0,14,0,7.08549,1,1,BRUTE_FORCE
4,18,3,0.215057,0,0,0,1,1,0,0,0,0,0,0,0,0,71.477,0,0,NORMAL
10,49,13,0.487991,5,1,0,1,0,0,1,6,0,4,1,4,1,3.96622,6,1,SESSION_ABUSE
3,9,1,0.102233,0,0,1,1,2,0,0,0,0,0,0,0,0,16.2243,0,0,NORMAL
2,21,11,0.491328,3,1,2,4,0,0,3,5,1,0,1,8,1,3.39722,2,0,WEB_ATTACK
19,55,2,0.662596,46,11,47,2,0,0,0,0,0,1,0,16,2,7.41915,0,0,BRUTE_FORCE
18,48,7,0.191225,6,0,1,2,0,1,0,1,0,6,4,6,0,1.07897,4,1,SESSION_ABUSE
5,27,8,0.229331,6,0,0,1,1,0,2,7,0,3,0,5,0,7.50649,7,0,SESSION_ABUSE
4,70,51,0.00951339,0,0,2,1,0,0,8,6,2,0,0,0,1,7.25419,1,0,RECONNAISSANCE
16,36,5,0.583894,38,9,24,20,2,0,0,0,0,0,0,3,0,7.24294,1,0,CREDENTIAL_STUFFING
12,40,3,0.756543,9,0,3,3,0,0,0,9,0,0,1,3,0,11.4174,2,0,WEB_ATTACK
17,29,5,0.578158,10,4,17,25,1,0,0,0,0,0,0,8,0,2.21389,2,0,CREDENTIAL_STUFFING
13,19,3,0.937348,27,11,23,12,0,0,0,0,0,0,0,12,0,11.805,0,0,CREDENTIAL_STUFFING
5,35,16,0.454524,2,0,5,2,1,0,1,9,0,0,0,7,0,7.36968,3,1,WEB_ATTACK
1,16,8,0.0277236,1,0,0,1,1,1,0,0,0,0,0,0,0,42.4358,0,0,NORMAL
6,37,19,0.209028,7,0,1,1,0,0,3,4,0,4,0,5,0,9.96867,3,0,SESSION_ABUSE
18,43,2,0.91571,12,6,15,8,1,0,0,0,0,0,0,6,0,11.478,1,1,CREDENTIAL_STUFFING
3,16,4,0.744738,23,1,2,1,3,11,0,0,0,0,0,8,0,11.9014,0,0,MFA_ABUSE
11,9,2,0.450821,10,1,3,2,1,11,0,0,0,0,0,4,0,4.06898,0,1,MFA_ABUSE
4,59,29,0.134377,3,0,4,1,0,0,16,1,2,0,2,2,0,5.88818,0,1,RECONNAISSANCE
10,53,2,0.625087,35,3,28,27,0,0,0,0,0,0,1,6,0,9.33361,0,0,CREDENTIAL_STUFFING
3,26,3,0.668717,12,1,2,2,2,16,0,0,0,0,0,2,0,14.9037,1,0,MFA_ABUSE
7,42,48,0.16185,4,0,1,1,0,0,13,2,1,0,0,0,0,6.93725,0,1,RECONNAISSANCE
9,35,2,0.714171,20,19,19,3,0,0,0,1,0,0,0,3,0,5.13011,0,0,BRUTE_FORCE
17,40,6,0.585738,23,9,19,11,0,0,0,0,0,0,0,3,0,13.3821,4,0,CREDENTIAL_STUFFING
14,49,7,0.505918,6,1,0,1,0,0,0,4,0,5,2,14,0,11.0688,2,0,SESSION_ABUSE
13,71,56,0.107921,3,1,1,1,0,0,13,7,2,0,0,0,0,2.62367,1,0,RECONNAISSANCE
9,60,5,0.768499,26,12,23,23,1,1,0,0,0,0,0,9,1,4.85547,2,0,CREDENTIAL_STUFFING
5,16,3,0.48669,13,0,1,3,3,15,0,0,0,0,0,11,0,5.09929,2,0,MFA_ABUSE
12,69,50,0.0124523,5,1,1,1,0,0,17,6,1,0,0,0,0,1.97969,1,1,RECONNAISSANCE
0,12,2,0.334665,1,0,0,1,1,0,0,0,0,0,0,1,0,42.4099,0,1,NORMAL
11,42,5,0.557324,36,6,36,16,0,0,0,0,0,0,0,7,0,11.2739,4,0,CREDENTIAL_STUFFING
3,12,5,0.13893,2,0,0,1,0,0,0,0,0,0,0,1,0,66.6189,0,0,NORMAL
8,24,4,0.853514,12,14,26,22,0,0,0,1,0,0,1,15,0,13.6933,4,0,CREDENTIAL_STUFFING
12,10,15,0.561649,8,0,3,4,1,0,1,15,0,1,1,8,1,14.8572,2,0,WEB_ATTACK
4,69,15,0.455528,5,0,0,2,0,0,0,3,0,5,3,15,0,10.7157,4,1,SESSION_ABUSE
18,51,4,0.646175,23,4,10,13,0,1,1,0,0,0,0,3,1,10.2204,0,0,CREDENTIAL_STUFFING
5,22,7,0.633322,2,0,0,1,0,0,2,10,0,2,0,7,0,3.72747,2,1,WEB_ATTACK
15,61,17,0.471397,4,0,1,3,1,0,1,1,0,4,2,12,0,9.57667,3,1,SESSION_ABUSE
17,34,20,0.240682,0,0,1,3,0,1,0,7,0,7,1,7,0,6.87799,6,0,SESSION_ABUSE
0,11,4,0.288159,1,0,0,1,2,0,0,0,0,0,0,0,0,64.692,1,0,NORMAL
4,75,50,0.00679273,2,1,0,1,0,0,8,6,1,1,0,0,0,8.44476,3,0,RECONNAISSANCE
8,28,3,0.824521,21,1,3,2,1,16,0,0,0,0,0,4,0,14.5341,0,0,MFA_ABUSE
6,34,4,0.606301,1,1,0,1,0,1,2,12,1,0,0,8,1,10.9848,3,0,WEB_ATTACK
9,47,14,0.287625,2,1,0,1,1,0,1,2,0,5,3,6,0,3.33287,5,1,SESSION_ABUSE
17,58,40,0.07837,5,1,0,1,0,0,4,3,2,0,1,1,0,1.11865,1,0,RECONNAISSANCE
2,12,5,0.401598,1,0,0,4,0,1,0,14,2,0,1,4,0,6.32502,3,1,WEB_ATTACK
3,70,21,0.197689,5,0,0,2,0,0,10,9,0,0,0,0,0,5.94729,1,0,RECONNAISSANCE
19,56,2,0.787843,40,15,13,1,0,0,0,0,0,0,0,13,0,0.711632,1,1,BRUTE_FORCE
7,10,6,0.749258,2,0,0,4,1,0,0,7,1,1,0,2,0,6.94861,0,0,WEB_ATTACK
2,11,5,0.195562,1,0,0,1,0,0,0,0,0,0,0,0,0,30.6511,0,0,NORMAL
2,14,2,0.59929,0,0,0,1,0,0,0,0,0,0,0,0,0,46.9327,0,1,NORMAL
19,37,2,0.897794,37,11,32,1,0,1,0,0,0,0,0,15,0,3.32087,0,0,BRUTE_FORCE
8,30,15,0.825543,6,0,1,1,0,0,1,14,1,1,0,1,1,11.4427,2,0,WEB_ATTACK
7,26,10,0.748198,6,1,1,3,0,1,4,9,1,0,0,2,0,11.1156,1,1,WEB_ATTACK
14,40,26,0.288348,1,0,0,1,1,0,0,7,0,8,4,7,0,11.8522,6,0,SESSION_ABUSE
6,42,18,0.514424,7,0,1,1,1,0,0,5,0,6,3,8,0,7.41798,2,0,SESSION_ABUSE
8,27,2,0.545404,6,0,2,1,2,13,0,0,0,0,0,7,0,7.1596,1,0,MFA_ABUSE
6,38,55,0.0823869,4,0,0,1,0,0,8,9,2,0,0,1,0,5.65457,2,1,RECONNAISSANCE
17,52,15,0.498885,5,1,0,1,0,1,0,3,0,8,3,14,0,4.48006,6,1,SESSION_ABUSE
13,44,8,0.444595,1,1,1,3,1,0,0,7,0,6,2,12,1,4.75767,5,0,SESSION_ABUSE
10,36,6,0.69517,36,12,29,11,1,0,0,0,0,0,0,13,0,5.39377,3,1,CREDENTIAL_STUFFING
15,33,48,0.138911,2,1,1,1,0,0,10,9,1,0,1,0,0,6.5719,1,0,RECONNAISSANCE
3,6,6,0.0786721,0,1,1,1,1,0,0,0,0,0,0,0,0,28.0406,0,1,NORMAL
17,67,24,0.176964,0,0,2,3,1,0,2,1,1,6,2,14,0,11.5895,2,0,SESSION_ABUSE
2,13,3,0.284409,1,1,0,1,1,0,0,0,0,0,0,0,0,50.214,0,0,NORMAL
9,51,3,0.750677,31,4,20,26,0,2,1,0,0,0,0,13,0,10.2662,1,0,CREDENTIAL_STUFFING
12,46,4,0.927556,12,19,25,2,0,1,0,0,0,0,0,8,1,0.833062,0,0,BRUTE_FORCE
9,22,12,0.423484,7,1,1,2,1,0,1,2,1,5,0,8,0,11.3083,7,0,SESSION_ABUSE
16,72,31,0.196146,2,0,2,1,0,0,7,2,1,0,0,0,0,5.07375,2,1,RECONNAISSANCE
14,58,4,0.778998,11,14,17,10,0,1,1,0,0,0,0,6,0,10.2383,1,1,CREDENTIAL_STUFFING
19,58,4,0.796981,39,4,14,20,0,0,1,0,0,0,0,5,0,11.4444,3,1,CREDENTIAL_STUFFING
